tier,entries,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
CHALLENGER,"{'summonerId': '1bvplhZsZjbwQclvR3kisT1Ii6FMnVv8Jfeg__zv2sIe0v0', 'summonerName': 'TwTF 근열맨', 'leaguePoints': 1122, 'rank': 'I', 'wins': 276, 'losses': 187, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",1bvplhZsZjbwQclvR3kisT1Ii6FMnVv8Jfeg__zv2sIe0v0,TwTF 근열맨,1122,276,187,True,False,False,False
CHALLENGER,"{'summonerId': 'O5VBP9SgfJ6IWZoccEHdn1pZykvX6hSFlb_-6EaEFN2_I-M', 'summonerName': '달            꿈', 'leaguePoints': 1060, 'rank': 'I', 'wins': 488, 'losses': 425, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",O5VBP9SgfJ6IWZoccEHdn1pZykvX6hSFlb_-6EaEFN2_I-M,달            꿈,1060,488,425,False,False,True,True
CHALLENGER,"{'summonerId': 'TYTmZ3c5mAOLmpOEbcSZOoPzE9juGie1PkuO9o0Gkd9oQmdB', 'summonerName': '송제송', 'leaguePoints': 1071, 'rank': 'I', 'wins': 249, 'losses': 196, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",TYTmZ3c5mAOLmpOEbcSZOoPzE9juGie1PkuO9o0Gkd9oQmdB,송제송,1071,249,196,False,False,False,False
CHALLENGER,"{'summonerId': 'mnSNDaMYV5_jmCm7Yu3gcTfzsVsLzf8FtffiUUd83UIj7vQ', 'summonerName': '단간론파키리기리', 'leaguePoints': 1404, 'rank': 'I', 'wins': 310, 'losses': 187, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",mnSNDaMYV5_jmCm7Yu3gcTfzsVsLzf8FtffiUUd83UIj7vQ,단간론파키리기리,1404,310,187,True,False,False,False
CHALLENGER,"{'summonerId': 'gkTWMOYf21cV6Cfzss3aWwP4-dsi74voiM82RZLQewtnfOk', 'summonerName': 'Casslgod', 'leaguePoints': 1767, 'rank': 'I', 'wins': 177, 'losses': 68, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",gkTWMOYf21cV6Cfzss3aWwP4-dsi74voiM82RZLQewtnfOk,Casslgod,1767,177,68,True,False,False,True
CHALLENGER,"{'summonerId': 'XyBQyownU9e21U00xCL_7R_MRM8FjX9nY2z8KyaSbzsbrak', 'summonerName': '이당흥', 'leaguePoints': 1113, 'rank': 'I', 'wins': 259, 'losses': 214, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",XyBQyownU9e21U00xCL_7R_MRM8FjX9nY2z8KyaSbzsbrak,이당흥,1113,259,214,False,False,False,False
CHALLENGER,"{'summonerId': 'gI8bj57ZM8uHAV5_INxmEIrg6PdGA_-9Q8ADFH9l0Q_o-uo', 'summonerName': '바그녕', 'leaguePoints': 1040, 'rank': 'I', 'wins': 96, 'losses': 57, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",gI8bj57ZM8uHAV5_INxmEIrg6PdGA_-9Q8ADFH9l0Q_o-uo,바그녕,1040,96,57,False,False,False,False
CHALLENGER,"{'summonerId': 'PSL8POxKhZ0wZXTE_FeELBTXfa061EH-mybi9uIHOoQ_c7A', 'summonerName': 'golrazo', 'leaguePoints': 1203, 'rank': 'I', 'wins': 269, 'losses': 212, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",PSL8POxKhZ0wZXTE_FeELBTXfa061EH-mybi9uIHOoQ_c7A,golrazo,1203,269,212,False,False,False,True
CHALLENGER,"{'summonerId': 'JQcdmQLTq64Kcz3lan1KjGco-02_bGUCnE_gWtu-rGdAvnsM', 'summonerName': '배불뚝이 팬더', 'leaguePoints': 1406, 'rank': 'I', 'wins': 260, 'losses': 173, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",JQcdmQLTq64Kcz3lan1KjGco-02_bGUCnE_gWtu-rGdAvnsM,배불뚝이 팬더,1406,260,173,True,False,False,False
CHALLENGER,"{'summonerId': '4sv9pU2Lu0aDlV3oI0bgXyRUemifgr46YVBAGW7xnJTd394', 'summonerName': '마르하바', 'leaguePoints': 1017, 'rank': 'I', 'wins': 116, 'losses': 79, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",4sv9pU2Lu0aDlV3oI0bgXyRUemifgr46YVBAGW7xnJTd394,마르하바,1017,116,79,False,False,True,False
CHALLENGER,"{'summonerId': 'xJzfkMDWkVXHGsm8U7_9qpb7YlcalbU4lzhulUGMl_wkRDY', 'summonerName': '이렇게 좋은 날', 'leaguePoints': 1282, 'rank': 'I', 'wins': 358, 'losses': 230, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",xJzfkMDWkVXHGsm8U7_9qpb7YlcalbU4lzhulUGMl_wkRDY,이렇게 좋은 날,1282,358,230,False,False,False,False
CHALLENGER,"{'summonerId': 'EEWYoMCLfqrivXShxBin-WPI5Ct8ycREgeW0wq_vgZFecrw', 'summonerName': '롤좀하는가', 'leaguePoints': 1089, 'rank': 'I', 'wins': 216, 'losses': 169, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",EEWYoMCLfqrivXShxBin-WPI5Ct8ycREgeW0wq_vgZFecrw,롤좀하는가,1089,216,169,False,False,False,False
CHALLENGER,"{'summonerId': 'VcFgaIKEjgtvQGEIhCoTlSq-ElcnBaUIgn8tF2AWpFBDVIA', 'summonerName': 'Cassigod ', 'leaguePoints': 1760, 'rank': 'I', 'wins': 183, 'losses': 78, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",VcFgaIKEjgtvQGEIhCoTlSq-ElcnBaUIgn8tF2AWpFBDVIA,Cassigod ,1760,183,78,True,False,False,True
CHALLENGER,"{'summonerId': 'TIJABeDQcniNBQ-KZPXmfW0N4FaGB_YiUaGn3TuwHuDCsj5DgPw_Z6BQ6A', 'summonerName': '클레스메이트', 'leaguePoints': 1255, 'rank': 'I', 'wins': 383, 'losses': 285, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",TIJABeDQcniNBQ-KZPXmfW0N4FaGB_YiUaGn3TuwHuDCsj5DgPw_Z6BQ6A,클레스메이트,1255,383,285,False,False,False,False
CHALLENGER,"{'summonerId': 'bTFF-QcgMg9eosXimacgpmMGg8eDZGRX2t29zlRjZFQylvs', 'summonerName': 'Hicheuu', 'leaguePoints': 1064, 'rank': 'I', 'wins': 161, 'losses': 69, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",bTFF-QcgMg9eosXimacgpmMGg8eDZGRX2t29zlRjZFQylvs,Hicheuu,1064,161,69,True,False,False,False
CHALLENGER,"{'summonerId': 'dvmulvcLz4lJ_OHf2bhNKo26b4uNzVI-l2GEBgt6c53KZU4', 'summonerName': 'You Kn0w What', 'leaguePoints': 1150, 'rank': 'I', 'wins': 100, 'losses': 61, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",dvmulvcLz4lJ_OHf2bhNKo26b4uNzVI-l2GEBgt6c53KZU4,You Kn0w What,1150,100,61,False,False,False,False
CHALLENGER,"{'summonerId': '6GMIw3LMYNDH2xnzUVyt9gkZKdohS3zPd-B_HeMuLoIHrPcTNJnkWFbeSA', 'summonerName': '06년생 롤체1짱', 'leaguePoints': 1219, 'rank': 'I', 'wins': 480, 'losses': 370, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",6GMIw3LMYNDH2xnzUVyt9gkZKdohS3zPd-B_HeMuLoIHrPcTNJnkWFbeSA,06년생 롤체1짱,1219,480,370,True,False,False,False
CHALLENGER,"{'summonerId': 'c6uOlUjw4UNEWIOhnkHHnyHpLNbiRf4IACyFmLyAUMQi8aA', 'summonerName': 'My parachute', 'leaguePoints': 813, 'rank': 'I', 'wins': 477, 'losses': 442, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",c6uOlUjw4UNEWIOhnkHHnyHpLNbiRf4IACyFmLyAUMQi8aA,My parachute,813,477,442,False,False,True,False
CHALLENGER,"{'summonerId': 'e7QZYAdpaQc4iHfAhk772nSrfBVWzEwVhSro7x3-lKU7KzU', 'summonerName': 'Setakbinu', 'leaguePoints': 1010, 'rank': 'I', 'wins': 314, 'losses': 289, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",e7QZYAdpaQc4iHfAhk772nSrfBVWzEwVhSro7x3-lKU7KzU,Setakbinu,1010,314,289,False,False,True,False
CHALLENGER,"{'summonerId': '78cU212tmc5NGerTeaGYPU9MQJwqYbLF6uRZK18J3riwiZo', 'summonerName': '전때호', 'leaguePoints': 1022, 'rank': 'I', 'wins': 206, 'losses': 180, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",78cU212tmc5NGerTeaGYPU9MQJwqYbLF6uRZK18J3riwiZo,전때호,1022,206,180,False,False,True,True
CHALLENGER,"{'summonerId': 'llzafIJQ_vsbOVvpC6L3PN1KarXMdaWxFjBmjVQNVnAwzw', 'summonerName': '검푸른 잎사귀', 'leaguePoints': 1131, 'rank': 'I', 'wins': 185, 'losses': 136, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",llzafIJQ_vsbOVvpC6L3PN1KarXMdaWxFjBmjVQNVnAwzw,검푸른 잎사귀,1131,185,136,True,False,False,False
CHALLENGER,"{'summonerId': 'xgcKS6Nbm-btqUAHxJ58mm_NkSeOGYdJgznAMBN6-fDcoWs', 'summonerName': '돌던지는노인', 'leaguePoints': 1135, 'rank': 'I', 'wins': 397, 'losses': 365, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",xgcKS6Nbm-btqUAHxJ58mm_NkSeOGYdJgznAMBN6-fDcoWs,돌던지는노인,1135,397,365,False,False,False,False
CHALLENGER,"{'summonerId': '5vD1foMQZtgDksmzQMek--w5JfQ9u36SN4S5WwIpYcWWf0TO8S4CfbGcKg', 'summonerName': 'twitch 초신성', 'leaguePoints': 1061, 'rank': 'I', 'wins': 310, 'losses': 250, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",5vD1foMQZtgDksmzQMek--w5JfQ9u36SN4S5WwIpYcWWf0TO8S4CfbGcKg,twitch 초신성,1061,310,250,False,False,True,True
CHALLENGER,"{'summonerId': '5dOrPJgMc32wN88Ww-11PHti1sZxqUiMsghLEbA0CuNeYQ', 'summonerName': '전형수', 'leaguePoints': 1010, 'rank': 'I', 'wins': 77, 'losses': 47, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",5dOrPJgMc32wN88Ww-11PHti1sZxqUiMsghLEbA0CuNeYQ,전형수,1010,77,47,False,False,True,False
CHALLENGER,"{'summonerId': '04xshAnkO7uOBAQsbpdH7095z90ZzhdN3s73y5J3cwiQ0CA', 'summonerName': '실수로리롤두번', 'leaguePoints': 1139, 'rank': 'I', 'wins': 190, 'losses': 153, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",04xshAnkO7uOBAQsbpdH7095z90ZzhdN3s73y5J3cwiQ0CA,실수로리롤두번,1139,190,153,False,False,False,False
CHALLENGER,"{'summonerId': 'lXAbhz9wxQDn7mWHV1neMAbUEi-_HvsVWsNIDf-21mKVQEA', 'summonerName': '올해농사대박', 'leaguePoints': 996, 'rank': 'I', 'wins': 210, 'losses': 176, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",lXAbhz9wxQDn7mWHV1neMAbUEi-_HvsVWsNIDf-21mKVQEA,올해농사대박,996,210,176,False,False,False,False
CHALLENGER,"{'summonerId': 'PmbIOflJgZ_lsFPqLsrwprR_OaDzX-D_UOWYvwJDEzu3FEbEQPSPvsXINw', 'summonerName': '록 달', 'leaguePoints': 1062, 'rank': 'I', 'wins': 280, 'losses': 232, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': True}",PmbIOflJgZ_lsFPqLsrwprR_OaDzX-D_UOWYvwJDEzu3FEbEQPSPvsXINw,록 달,1062,280,232,False,False,False,True
CHALLENGER,"{'summonerId': 'xGJEKnWmcWe7X_IrDIrgIHnXWmNw0Z0KIRnRWH-Ofsjr3Kz_0dUIiUY8pg', 'summonerName': '스미노프', 'leaguePoints': 1210, 'rank': 'I', 'wins': 112, 'losses': 64, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",xGJEKnWmcWe7X_IrDIrgIHnXWmNw0Z0KIRnRWH-Ofsjr3Kz_0dUIiUY8pg,스미노프,1210,112,64,False,False,False,False
CHALLENGER,"{'summonerId': '4keeQFqunHAB0Tu33wArc2j9zlXtNaIRQbzM9FH8P20YMNM', 'summonerName': '숲들숲들', 'leaguePoints': 1082, 'rank': 'I', 'wins': 98, 'losses': 78, 'veteran': False, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",4keeQFqunHAB0Tu33wArc2j9zlXtNaIRQbzM9FH8P20YMNM,숲들숲들,1082,98,78,False,False,False,False
CHALLENGER,"{'summonerId': '-ijdjQ3vd1zWP2ZMhfVl3T6CWlB6LRUJeeLdoy66jjprYg', 'summonerName': '계속 박어 난 ', 'leaguePoints': 1005, 'rank': 'I', 'wins': 193, 'losses': 142, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",-ijdjQ3vd1zWP2ZMhfVl3T6CWlB6LRUJeeLdoy66jjprYg,계속 박어 난 ,1005,193,142,False,False,True,True
CHALLENGER,"{'summonerId': '5iSxX2OYVBRm-cvXE11Hqw5gHSlKMNS4hRTa28FEqKb3-i4', 'summonerName': '극악무도B', 'leaguePoints': 1133, 'rank': 'I', 'wins': 187, 'losses': 139, 'veteran': True, 'inactive': False, 'freshBlood': False, 'hotStreak': False}",5iSxX2OYVBRm-cvXE11Hqw5gHSlKMNS4hRTa28FEqKb3-i4,극악무도B,1133,187,139,True,False,False,False
CHALLENGER,"{'summonerId': 'CzEu4uMGthXM0fddjtDj3ObxDEZyMWgrfJbFn8yAEyyAoA', 'summonerName': '서든어택', 'leaguePoints': 1014, 'rank': 'I', 'wins': 251, 'losses': 199, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",CzEu4uMGthXM0fddjtDj3ObxDEZyMWgrfJbFn8yAEyyAoA,서든어택,1014,251,199,False,False,True,False
